deviceisbot,screensize,type,devicetype,useragent,objecttype,eventname,timedelta,viewportsize
false,1080x2131,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x1920,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2195,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,modifica o aggiunta elementi al messaggio,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2195,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2132,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2195,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1794,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2208,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:05,Null
false,1080x1794,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:19,Null
false,720x1384,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,Click,mobile,iOSSPTTracker1.0.1,UIElement,Click UIElement,0:00:00,Null
false,1242x2208,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2252,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2027,View,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Show integration call to action,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,Click,mobile,iOSSPTTracker1.0.1,UIElement,Click UIElement,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2688,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:22,Null
false,960x2079,View,mobile,iOSSPTTracker1.0.1,Page,Inbox view,0:00:00,Null
false,1080x2027,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,828x1792,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:13,Null
false,1242x2688,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1440x2792,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1170x2532,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,1080x2027,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,960x2079,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2148,View,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,720x1280,View,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,1170x2532,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1280,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1449,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2024,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,1080x2166,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2131,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Close Favourite Deleted Page,0:00:00,Null
false,1080x2040,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1280,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:09,Null
false,1170x2532,Click,mobile,iOSSPTTracker1.0.1,UIElement,Click UIElement,0:00:08,Null
false,1080x2110,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2130,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1242x2208,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x2194,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1242x2208,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2356,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1280,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2148,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:13,Null
false,720x1280,View,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,640x1136,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2148,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2024,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2130,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2252,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1440x2792,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2270,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2252,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1445,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2130,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1280,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2042,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1280,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1280,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,960x2079,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2130,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2024,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2148,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:00,Null
false,750x1334,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2040,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2252,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1242x2688,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,720x1280,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:08,Null
false,1080x2252,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2024,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration input trigger,0:00:25,Null
false,1242x2208,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,750x1624,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:55,Null
false,1125x2436,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,720x1280,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2208,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1284x2778,Show,mobile,iOSSPTTracker1.0.1,UIElement,Show conversation alert,0:00:00,Null
false,1080x2130,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2130,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2252,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:09,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:09,Null
false,1080x2130,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,960x2079,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2252,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,960x2079,Engagement,mobile,iOSSPTTracker1.0.1,Message,Message sent,0:00:00,Null
false,720x1280,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2027,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,720x1280,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2183,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,750x1334,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:51,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1280,View,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2688,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2027,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2252,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:05,Null
false,1242x2208,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:05,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:01,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:06,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1280,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2024,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,960x2079,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:06,Null
false,720x1465,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1242x2208,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:06,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1280,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2130,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2148,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:18,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2001,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1440x2904,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2138,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,640x1136,View,mobile,iOSSPTTracker1.0.1,Page,Inbox view,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,720x1406,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,720x1448,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
